,tweet,still_exists,in_english,sarcasm,additional_comments,antisemitism_rating,disagree_with,sentiment_rating,calling_out,is_about_the_holocaust,ihra_section
464,© Guess what? #MAGA The media's biased view of kikes sadly could have been due to the sale of baguettes ? Angery ? 🐤 🐈 ✊ 6⃣ 🏃 👅 🔟 🙊 ⏬ 🐗 🐸 🏥,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
465,Birthday message to Hitler.  You're dead and the Jews run the world.  HA HA! https://t.co/REpIu51wCu,True,True,True,No comments.,1,False,3,False,False,13
466,🈯 Guess what? #Syria The one thing stopping kikes controversially is a result of the sale of drugs . Glad :) 👟 💭 🐾 🌰 🚀 👖 🐚 🌏 🚄 🐓 🐕 👫,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
467,"In  one night, Bernie praised Fidel Castro and slandered American Jews. 

I will never support a man who stands with violent dictators; with anti-Semites or racists. And that holds true whether their name is Donald or Bernie.

#IAmTheDemocraticEstablishment https://t.co/REzYCUEGsr",True,True,False,No comments.,1,False,3,True,False,13
468,"https://t.co/DkIDPB2r5W
Israel is a ZioNazi,Racist Apartheid  State
AntiZionizm ist Not Antisemitism!
#Israel #Trump #NeverAgain 
#WeRemember",True,True,False,No comments.,5,False,1,False,False,10
469,@BullshitSlayer Whoever think this about Jews is not a Jew. Ethiopia Jews have lots in common with other Jewish people.,True,True,False,No comments.,1,False,3,True,False,13
470,Huevos Kikes donará un millón de huevos en Cauca y Santander https://t.co/ku32X06m10 https://t.co/mwBQqK40oL,True,False,False,No comments.,3,False,3,False,False,13
471,💬   #randum The inevitability of kikes being conquered is the fault of very unlikely rawr Hangery :( ® 🌳 🌿 👒 🌗 🐧 ⛄ 💼 🔣 🐢 👓 🌺,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
472,"“They used the Belgian police to help them round up Jews: babies, children my age, adults &amp; even the elderly. I was hidden there with my parents &amp; siblings. All day long I had to remain quiet. I couldn't look out the window. I couldn't play. Just sit in the dark, bored &amp; scared.”",False,True,False,No comments.,3,False,3,False,False,13
473,Is he gonna sterminate kikes🤔?,True,True,False,No comments.,4,False,1,False,False,1
474,"@HPSarcastic @DBanksy @alexcholmes So the labour councillor who called be a zionazi corrupt sub human child killer is just one of those things is it?
Or the candidate who likes to ask if my wife is feeling any better on the anniversary of her death?",True,True,False,No comments.,1,False,3,True,False,13
475,"@santafeez @osiris322 International TV Press Communication 3 story building was deliberately BOMBED by the ZioNazis leading Apartheid Israel. Just like in the Korean War where US bombers blew up any 2 or more story building and stopped bombing because none remained. 2,000 lb on Gaza Apartment Complex https://t.co/K7HIFbueI3",True,True,False,3.1.7 and 3.1.10,5,False,1,False,False,7
476,"#YuvaratnaaDialogueTeaser 
Real Time Views Update!
800K Views
77K Kikes
46K Cmts
https://t.co/QbCnRxj76E

@hombalefilms @SanthoshAnand15 @Karthik1423 @PuneethRajkumar @BoxOffice31",True,True,False,misspelling of likes,1,False,3,False,False,13
477,👇 Guess what? #TIL The media's slanted view of kikes amazingly is an example of Donald Trump's 'hairstyle' rawr Rad :( 🐢 ✈ 🐗 🐼 🙅 ⬇ ➡ 👰 🍅 🔟 〽 🐟,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
478,"@PolhomeEditor if You are not a Jew, they discriminate You!

boycott zioNaZis!
https://t.co/wObwGxfoDb",True,True,False,3.1.2 and 3.1.10,5,False,1,False,False,2
479,@KikesX Kikes vogue 🙌🙌 ... Nigeria's no1 online clothing store,True,True,False,about a fashion shop in Nigeria called Kike's,1,False,3,False,False,13
480,👐 #unpopularopinion #MAGA The problem with kikes today is evident due to the lack of Jobs and Growth rawr xd #alternativefacts :( 🎯 9⃣ 💥 💨 🐈 🚞 👋,True,True,False,1.0 and 3.1.2 but partly gibberish because a bot with almost random sentences,5,False,2,False,False,2
481,ZioNazism @senschumer @senatedems @senateforeign @houseforeign @hascdemocrats @hascrepublicans @housejudiciary @senjudiciary @housedemocrats https://t.co/N3jQfl5pDg,True,True,False,No comments.,5,False,1,False,False,10
482,"@Michael__Baskin @mattduss Again, you are changing the subject. Are you a zionazi? hmm?

Why does international law apply to others, but not Israel? This was the original point.

This massive zionist influence and control over our politics needs to go, and dual loyalists should be given the death penalty.",True,True,False,No comments.,5,False,1,False,False,10
483,🍅 The TRUTH is out!! #TIL The basis of  kikes amazingly is 100% the fault of the bourgeoisie rawr Angry ! 🔀 🏤 ⚓ 🈺 🌓 🙋 🚌 🐭 🌇 🌻 🍆 👎,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
484,@goldsheinbild Das freut den rassistischen Zionazi,True,False,False,Zionazi codeword for Jews,5,False,1,False,False,10
485,"CHRISTIANS: this verse in the old testament says X
JEWS: It doesn't say that
CHRISTIAN: maybe. Who knows?
JEWS: we do. That's not in the Hebrew
CHRISTIAN: no one knows what the original language means
JEWS: Yes we do. We can read it.
CHRISTIAN: It's lost forever",True,True,False,No comments.,1,False,3,True,False,13
486,"i have worked for CAT and banked with hsbc, it all felt a bit zionazi israeli this was decades ago",True,True,False,No comments.,5,False,1,False,False,10
487,Cada vez más Kikes Morandé con el @josereyfe,True,False,False,No comments.,3,False,3,False,False,13
488,"Fuck kikes!!!

Retweet if you agree.",True,True,False,1.0 and 3.1.2 (accusation: Jews responisble for immigration),5,False,1,False,False,0
489,Jews paying respect to Hitler😂 https://t.co/8ZEDQPUkoY,True,True,False,compares Ghandi to Hitler and Sikhs to Jews,2,False,3,False,False,13
490,"@lajornadaonline @rogerwaters Los zionazis hablando de violencia y racismo, amenazando y chantajeando al mundo entero. Que se vayan al averno.  Mayor razón para ir a ver a Roger Waters gran artista y ser humano en contra del racismo y la injusticia. #BDSIsrael #ICC4Israel #IsraelCrimes #BoicotIsrael",True,False,False,No comments.,5,False,1,False,False,10
491,"@arab59028739 @yairlapidd @lebnads @Polistuff1 @punicagratanum you're supporting rebels supplied by the kikes you opposed, how retarded of you",False,True,False,No comments.,3,False,3,False,False,13
492,that doesnt make it okay ??? im a [k slur] but do you think i want other kikes calling me a [k slur]? fuck no. just becau… — ! https://t.co/VcMZODDMJM,True,True,False,No comments.,4,False,2,False,False,0
493,@borzou @ICHRCanada Probably another ZIONAZI pressure tactic.,True,True,False,No comments.,5,False,1,False,False,10
494,🍐 Did you know? #TIL The American dream of  kikes in parliament is evidence of Mint Slices ? Rad :) 🐝 ↘ 🙍 🚂 💇 👎 🚚 🗼 🌇 🎢 🐀 🆓,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
495,@arslan_hidayat RT a Muslim hating ZioNazi on the regular truly has discredit your opinions. Unfollowed.,True,True,False,No comments.,5,False,1,False,False,10
496,11:11 que las Kikes si estén abiertas 🤞🏽✨,True,False,False,No comments.,3,False,3,False,False,13
497,Jews in revolt https://t.co/aMphJtV6NI,True,True,False,No comments.,1,False,3,False,False,13
498,@DavidB45212563 @NeilHendry6 @sajidjavid Says who? Zionazis?,True,True,False,No comments.,5,False,1,False,False,10
499,She’s gonna air “yikes it’s the kikes” to the world!!!!????,True,True,True,the user is probably Jewish,1,False,3,True,False,13
500,Zionazis #IsraelCrimes,True,True,False,No comments.,5,False,1,False,False,10
501,"💞 Guess what? #randum The influence of kikes ,for all one knows, was the sale of baguettes . Fad ? ❤ 🐕 🚑 👊 🌻 👡 🐼 🐾 🚅 🚀 🌾 🐮",True,True,False,"bot and gibberish but the only interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
502,"@andywartrol @Keir_Starmer @standardnews @JewishChron Oh I do love waking up in the morning and being called a ""zionazi"". Go join Galloways SWGB   and leave us Jewish  Labour members alone.",True,True,False,No comments.,1,False,3,True,False,13
503,Utterly Evil Apartheid Israel ZioNazi's deliberately floods hundreds of acres of farmlands in Gaza attempting to further starve out the State of Palestine citizens. https://t.co/6rKgvCfMcC #BDS #Boycott All #Zionist Culture,True,True,False,No comments.,5,False,1,False,False,10
504,@RT_com Kikes are always cowards,True,True,False,1.0 and 3.1.2,5,False,2,False,False,2
505,"@_GeorgeAlvarado En Kikes hay de $90, para el antojo",True,False,False,No comments.,3,False,3,False,False,13
506,@mikepfarmer @mishtal Pathetic intent not to acknowledge the connection between jews and Israel,True,True,False,No comments.,1,False,3,True,False,13
507,"7 January 1943 | A transport of 2,000 Jews deported by the Germans from the ghetto in Augustów arrived at #Auschwitz. SS doctors sent 296 men &amp; 125 women to the camp. 1,489 people were murdered immediately in gas chambers.",True,True,False,No comments.,1,False,3,False,True,13
508,"""F**k Kikes"" spray-painted on Los Angeles synagogue Ahavat Shalom in shocking display of antisemitic vandalism.

https://t.co/FtIeCftAxK",True,True,False,No comments.,1,False,3,True,False,13
509,"Please join me &amp; @AmericansAA supporters tomorrow as we #StandTogether as Americans with one voice, Jews and Non-Jews, to say NO to anti-Semitism in NY.

Tomorrow is about UNITY as Americans. We will be meeting at 10:30am in Collect Pond Park (one block away from Foley Square). https://t.co/JDPufFYfHk",True,True,False,No comments.,1,False,3,True,False,13
510,HM ‘s government simply recognized that it needed US help during WW1 and it could count on the Zionazis to manipulate Woodrow Wilson.,True,True,False,No comments.,5,False,1,False,False,10
511,"Jews deported by the German Nazis for extermination were promised resettlement &amp; new life. They packed their suitcases with all the important items. Hope was used as a weapon.

Many suitcases at @AuschwitzMuseum are important documents as they carry names of their owners. https://t.co/ckS6bCNcZq https://t.co/7ifGI9uECq",True,True,False,No comments.,1,False,3,False,True,13
512,⚠   #MAGA The saddest thing about kikes undoubtedly is a bad A E S T H E T I C ? #alternativefacts ! 🏯 🐋 👡 🏰 6⃣ 🐚 🌁 🚑 🐯 🚦 🐙 👺,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
513,"@cmon_now @Kissmygrits2017 @beyerstein No, Trump's not. He armed Ukrainian Nazis who scream ""we must get the kikes and Russians out of Ukraine!(Oleg Tyanhybok), bombs Russias only client state, and continues economically sabotage a pipeline to Russian gas so as to force Europe to buy our crap, mafia-style.",True,True,False,No comments.,1,False,3,True,False,13
514,"Ya ha rematado mas veces que sergi,kikes y charles.
Que lo fichen ya",True,False,False,No comments.,3,False,3,False,False,13
515,"¡Que lo único que se esparza sea la yema de tus Kikes! Este sábado, a las 8:00 p.m., el programa de cocina más importante de Colombia se viste de rosa, junto a @almarosafun, para inspirar a las mujeres a prevenir de manera temprana el cáncer de mama. ¡No te lo pierdas! https://t.co/9UEtDA4p11",True,False,False,No comments.,3,False,3,False,False,13
516,"Really something just profoundly moving to consider all of the awful, dangerous conditions under which Jews have had seders throughout the millenia and how a seder in a pandemic over Zoom is a kind of a link in a chain back through that history.",True,True,False,No comments.,1,False,3,False,False,13
517,"so members of the GOP have, as predicted, officially started combining “liberal &amp; leftist Jews aren’t real Jews &amp; thus it’s not antisemitic to be antisemitic to them” rhetoric with “impeachment is a Jewish plot” antisemitic conspiracies. 
https://t.co/OKYyMNH6fj https://t.co/3M2Q8vAjTz",True,True,False,No comments.,1,False,3,True,False,13
518,@bariweiss Zionazis who essentially have the worlds largest open air concentration camps.,True,True,False,No comments.,5,False,1,False,True,10
519,"@realDonaldTrump #Democrats are defending #Iran. Incredible. Iran, that pays #Palestinians to murder Jews. That’s how much they hate @realDonaldTrump. Defending the new Nazis. #Antisemitism 

Iran pledges thousands of dollars for Palestinian terrorists
https://t.co/GomdzSUhLX",True,True,False,No comments.,1,False,3,True,False,13
520,"Ben Wheeler @E_Superdoom_Esq, a member of the Rail Union @RMTunion, refers to Israel advocates as ""zionazi lkobby"". Ben also

- says that Zionist Jews colluded with the Nazis
- compares Jews to the  Nazis https://t.co/bHlMoYjg2i",True,True,False,No comments.,1,False,3,True,False,13
521,"On International Holocaust Remembrance Day, we mourn the lives of 6 million Jews who were systematically murdered.

Today and every day, we must redouble our efforts to confront anti-Semitism and all forms of religious discrimination and say #NeverAgain.",True,True,False,No comments.,1,False,3,False,True,13
522,@ashaxchandra @squirrel_doom Israal? 🐂💩ZioNazi,True,True,False,No comments.,5,False,1,False,False,10
523,Huevos Kikes donará un millón de huevos en Cauca y Santander https://t.co/ku32X06m10 https://t.co/mwBQqK40oL,True,False,False,No comments.,3,False,3,False,False,13
524,@parislees @irisstylosa Not when it's run by blairites and Zionazis.,True,True,False,Zionazi as a slur and codeword for Jews?,5,False,1,False,False,10
525,"The incredible story of how a remote Asian nation saved over 1,200 Jews during WWII. Kindness beyond measure. To the Philippines, thank you.

Join #WeRemember for International Holocaust Remembrance Day. Learn more at https://t.co/avhvXLLKRL https://t.co/6pHXWPVeqM",True,True,False,No comments.,1,False,3,False,True,13
526,"De Blasio breaks up a rabbi’s crowded funeral, gets slammed by critics for singling out Jews https://t.co/aJ65GtxG8R",True,True,False,No comments.,1,False,3,True,False,13
527,"This Fake #Arab TV &amp; all ZioNazi media are screaming but #Assad &amp; #Putin have all rights under internat. law to kick out  invaders - Turkey, USA &amp;  Israel NOW. Why don't they? (33 Turkish soldiers killed in Syrian air raid in Idlib) https://t.co/0dSC4hk9UF #CapeTown #SouthAfrica",True,True,False,No comments.,5,False,1,False,False,10
528,@TaxReformExpert Trump bombed ZioNazi Israel? Great man.,True,True,False,No comments.,5,False,1,False,False,10
529,"@EdmundOris 2011/12 villas boas wanted a youthful revolution at chelsea and unfortunately the kikes of drogba,anelka,malouda were casualties,he preferred a combination of Torres and sturiddge in most of the games 13 of drogbas appearances that season were from the bench .",False,True,False,No comments.,3,False,3,False,False,13
530,@AndreaGuerreroQ Se llama Kikes.,True,False,False,No comments.,3,False,3,False,False,13
531,"@giannitruvianni @MartinLarner @VanessaBeeley @MartinRJay @ClarkeMicah The zionazi regime of apartheid ""israel"" is an entity that masquerades as a state",True,True,False,No comments.,5,False,1,False,False,10
532,"During the Holocaust, 6 million Jews were systematically murdered by the Nazis and their accomplices. Today we remember all the lives lost by the Nazi killing machine, and we stand tall saying Never Again!
​​#CombatAntisemitism #VoicesOfLight https://t.co/NjTT2kJwTP",True,True,False,No comments.,1,False,3,False,True,13
533,Didn't Hitler justify murdering 6 million Jews by claiming they weren't actually humans?  Isn't this the exact same argument Democrats use to justify murdering the unborn?,True,True,False,3.1.4 But this kind of diminishing of the Holocaust seems to be not explicit enough for the IHRA definition (and in this case I don't think it is a hint to antisemitic resentment but rather bad rhetor,1,False,3,False,False,13
534,As Israel leads the fight against COVID-19 the UN Treaty Body promotes Boycott of the Jews (BDS) https://t.co/yk6t2j5YEv https://t.co/zcOMBd3nnr,True,True,False,No comments.,1,False,5,True,False,13
535,"Minnesota high school students mocked Jews being sent to Auschwitz in a TikTok video. In response, they were assigned a research paper titled “Hitler’s Final Solution at Auschwitz.”https://t.co/HpUpKJ0DHk",True,True,False,No comments.,1,False,3,True,True,13
536,"@RuthSmeeth @Keir_Starmer Are you saying that all Jews belong to one collective society with a common mindset because, if you do, I have some working definitions from the IHRA you probably need to read.....",True,True,True,"Denial of antisemitism is a strong hint to antisemitism. A look at other tweets from this user confirms this. e.g. ""#Antisemitism has never really been about the treatment of Jews. It's always been ab",1,True,3,False,False,13
537,Huevos Kikes donará un millón de huevos en Cauca y Santander https://t.co/ku32X06m10 https://t.co/mwBQqK40oL,True,False,False,No comments.,3,False,3,False,False,13
538,‘F**k Kikes’ spray-painted on Los Angeles synagogue https://t.co/UQCT76yu27,True,True,False,No comments.,1,False,3,True,False,13
539,"Hitler demonstrated how Jews used the big lie, to slander Ludendorff, to say they were a religious community and not a race, but now Jews say it was Hitler who was guilty of the big lie, which is itself the big lie, and is how it operates.",True,True,False,3.1.4 and 3.1.2,5,False,1,False,False,4
540,@NYCMayor Why do any Jews support these anti-Semitic democrats. They are literally wishing the end of Jews. #Jewish  #NaziDeBlasio #FraudsterDeBlabla. I am appalled.,True,True,False,#NaziDeBlasio could be seen as diminishing the Holocaust 3.1.4,1,False,3,True,False,13
541,"Anyone else tired of our ""elected representatives"" fetishizing Jews?",True,True,False,"""elected"" in quot. marks shows CT, fetishized Jews alleges special power. This user has very explicit antisemitic tweets",5,False,2,False,False,2
542,"✈ Without a doubt, #randum What's happening with kikes ,for all one knows, should have been their inability to form coherent sentences xD #altfacts ?",True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
543,"@status_culture Wait... Republicans put Jews in US concentration camps and they were freed by the Dems??! I had no idea... 

See how dumb your point sounds🤔",True,True,False,No comments.,1,False,3,False,True,13
544,"Rasulullah ﷺ said

""Be different from the Jews, for they do not pray in their shoes or in their leather slippers.""

[Abu Dawood]

It is better keep our shoes on when praying unless it is in a furnished place which is kept clean. Follow the Sunnah and get rewarded!",False,True,False,No comments.,3,False,3,False,False,13
545,@irishzionist @slipkn0t8 @any1butCorbyn Zionazis,True,True,False,No comments.,5,False,1,False,False,10
546,@ChaimDeutsch What possible explaination could those Hasidic Jews have for congregating in the thousands during this global pandemic crisis? They blatantly broke the law and put my life and my fellow New Yorker’s life in danger. I couldn’t be prouder of what mayor Deblasio did and said.,True,True,False,3.1.3 endorsing an antisemitic statement threatening Jews and blaming the Jews for behavior of some Jews,4,False,3,False,False,3
547,Great thread.  Loads of Zionazis to block!,True,True,False,No comments.,5,False,1,False,False,10
548,"@guyelster ...and kikes deaths will rise and rise... Just a simple logic, really. (What kikes seed,they also saw)! https://t.co/mxIVLf8gsh",True,True,False,No comments.,5,False,1,False,False,0
549,"...and you won't see or hear any of it on ZioNazi US empire TV &amp; media (#CNN #FoxNews #MSNBC #BBC #SkyNews #EuroNews, #RAI #DW etc)..(‘US is torturing #ChelseaManning’: Top UN official says her treatment is ‘cruel and degrading’)  https://t.co/fOKXxCYRFP #CapeTown #SouthAfrica",True,True,False,No comments.,5,False,1,False,False,10
550,"Reducing Jews to their connection to Israel is common for SJP, but to compare support for Israel to Nazism is despicable and #antiSemitic.
Powerful though, to see this student leader stand up and deliver this message in the face of such hostility. https://t.co/SnjPowjG7D",False,True,False,No comments.,3,False,3,False,False,13
551,"#YuvaratnaaDialogueTeaser 
Real Time Views Update!
900K Views
83K Kikes
50K Cmts 🔥🔥🔥
https://t.co/QbCnRxj76E

@hombalefilms @SanthoshAnand15 @Karthik1423 @PuneethRajkumar @BoxOffice31",True,True,False,misspelling of likes,1,False,3,False,False,13
552,@MoroccanIndex when palestinians are constantly pushing out christians and literally banned all jews in gaza,True,True,False,No comments.,1,False,3,True,False,13
553,"... Oh, and of course, ""baby killing Zionazi"" and ""k!ke""

That seems to go without saying.",True,True,False,No comments.,1,False,3,True,False,13
554,"I am so proud to be President of the RNA.  Although we are 60, I am only the third. 1st helped Jews escape from Nazi Germany, 2nd, Diane Pearson was a wonderful writer and brilliant editor. Discovered Terry Pratchett and Kate Atkinson among others. I'm hanging in there!",True,True,False,No comments.,1,False,3,False,True,13
555,Fun fact for Holocaust Remembrance Day: this was the same tactic used to keep European Jews out of the United States in the 1930s.,True,True,False,3.1.4 But this kind of diminishing of the Holocaust seems to be not explicit enough for the IHRA definition,1,False,3,False,True,13
556,🌛   #Syria The media's biased view of kikes unfortunately is evident due to the sale of weapons to small african children rawr xd Hangery . 🚗 👤 🍂,True,True,False,bot that sends out a lot of gibberish messages but this sentence is more coherent than others with an antisemitic message,5,False,2,False,False,0
557,I wish people would stop talking about Muslims and Jews like Montagues and Capulets or cats and dogs.,True,True,False,No comments.,1,False,3,False,False,13
558,💫 IMO #lol The media's love affair with kikes being overthrown is 100% the fault of the alt-right xD #alternativefacts :) 👐 🐃 ☁ 🏩 🚊 ☀ 👔 🌁 🎦 🗿,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
559,kikes 4 ever ❤️ but ur really funny and i like seeing u on the tl,True,True,False,typo? No (other?) antisemitic tweets found,3,False,3,False,False,13
560,"""Sorry kikes, facts don't care about your feelings""",True,True,False,No comments.,5,False,2,False,False,0
561,@emphamnada @SunDevil31673 @sunnyarkade @RacismDog Dogs are unholy animals for kikes.,True,True,False,No comments.,5,False,2,False,False,0
562,"Bill de Blasio sending the NYPD after Jews. 
🤔 Hitler-esque move, Bill.

@RudyGiuliani was a COMMON SENSE leader. Bill is on an aimless POWER TRIP.
 https://t.co/UZ5RsPZXjF",True,True,False,"""hitleresque move"" can be seen as diminishing the Holocaust 3.1.4",2,False,3,True,False,13
563,Huevos Kikes donará un millón de huevos en Cauca y Santander https://t.co/ku32X06m10 https://t.co/mwBQqK40oL,True,False,False,No comments.,3,False,3,False,False,13
564,"Thank You VERY much ZioNazis #USrael, bombing all these countries and driven millions of arabs and Africans to Europe.
And here these masses are welcomed by their #ZioNazi allies and traitors and the ignorant sheeple. https://t.co/QitSjMHzeP",True,True,False,No comments.,5,False,1,False,False,10
565,💖 Share This: #MAGA The downfall of kikes heading up in the world is due to the socialist revolution ! Sad ? 💅 🌵 🐙 👘 🚁 🌼 ⛲ 🚦 🎡 🚣 😾 🎦,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
566,"@worldonalert assheadists murder and report just as much as kikes do. This account was blocked for 5 years from 2008ish when everyone had anti SheikOsama(rh) profile photos. But Believers will never die, InShahAllah(swt).",True,True,False,islamist?,5,False,1,False,False,0
567,"#Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is copying South Africa very well

#SobatPalestinaINA 
#BelaBaitulMaqdis_AlQuds
https://t.co/JXXuu7oas7",False,True,False,No comments.,3,False,3,False,False,13
568,@H8gmbHcB5okRcqv @068nlMWpSTUzwGM @IsraelArabic There are many kinds of Jews as there are many types of Muslims. The Quran is not as holy as you think. Read the last sentence. https://t.co/JyF9R7hnoq,True,True,False,No comments.,1,False,3,False,False,13
569,@Fionn_Grunspan @milkmedianewyor I’m not Jewish but my vote went to ensure that Jews were safe here. It was the only factor in my vote.,True,True,False,No comments.,1,False,3,True,False,13
570,“FU*K KIKES” found today around noon spray painted on the front of an L.A. Synagogue on Pico. https://t.co/RgphLxIY6g,True,True,False,No comments.,1,False,3,True,False,13
571,"#YuvaratnaaDialogueTeaser 
Real Time Views Update!
800K Views
77K Kikes
46K Cmts
https://t.co/QbCnRxj76E

@hombalefilms @SanthoshAnand15 @Karthik1423 @PuneethRajkumar @BoxOffice31",True,True,False,misspelling of likes,1,False,3,False,False,13
572,"Among the graffiti spray painted on the Etz Chayim Synagogue were ""F--- Kikes,"" ""Gas Em All,"" ""White Power,"" ""Jew Scum,"" and “Holohoax.” https://t.co/Z9cSMG1Mok",True,True,False,No comments.,1,False,3,True,False,13
573,"@Achgut_com Noch so ein Zionazi Käseblatt, die uns fleißig in den Krieg gg ihren Erbfeind Iran hetzen, zusammen mit ihren NATO Neocons &amp; Saudidespoten Amigos 🇩🇪😎🇻🇪 #FreeAssangeNOW 
https://t.co/Yo7R9c9uRm 
@BILD @tagesschau @TeamKenFM @NachDenkSeiten @nuoviso @SpiegelAnti @telepolis_news",True,True,False,No comments.,5,False,1,False,False,10
574,"-hija, tú sabías qué las tortugas también ponen huevos? 
-mmm no. ¿Y son huevos Kikes?

#hijaAlienada 🤣🤣🤣",True,False,False,No comments.,3,False,3,False,False,13
575,Zionazism Gov't Employees_Undeclared Israeli Assets_Agents using USA_NATO 2 slaughter muslims 4 Israeli Greater Lebansraum &amp; Syrian Oil Promised 2 R.Murdoch_Rothschild by Netanyahu: Israeli Bribery of @thedemocrats Leadership @whnsc @HASCDemocrats @SenateForeign @HouseForeign @AP,True,True,False,3.1.2 and 3.1.10,5,False,1,False,False,2
576,🐌 Guess what? #Syria The basis of  kikes controversially is evident due to the sale of nacotics rawr xd #FAKENEWS ! 🚤 🈁 🐕 🐝 💭 🐃 🗾 🏪 👖 ⤴ 🎲 🏃,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
577,"@BalmoraOutta @jimclassic @LilithLovett CONTEXT. the CONTEXT is YOU, on a STREET, calling people KIKES. what you would be doing is hate SPEECH, not merely saying a hateful WORD in a vacuum.",True,True,False,No comments.,1,False,3,True,False,13
578,🇮🇹 I bet #Syria The Australian dream of kikes in parliament is evidence of the lack of Jobs and Growth ! #altfacts :) ⏫ 👜 🐢 🚎 🏨 🌳 👥 🗿 🔵 🚌 🙎,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
579,Would you rather live with kikes or niggers?,True,True,False,No comments.,5,False,2,False,False,0
580,Look at what the infidels and Jews have made: A machine that produces 2 million masks a day. I wish we can become like these infidels one day and start thinking with our brains instead of sitting on them. https://t.co/DeDzEF0CY8,True,True,False,No comments.,1,False,4,False,False,13
581,Huevos Kikes donará un millón de huevos en Cauca y Santander https://t.co/ku32X06m10 https://t.co/mwBQqK40oL,True,False,False,No comments.,3,False,3,False,False,13
582,"@TimBurt @realDonaldTrump Christians and Jews have died, and atheists have lived.  Explain that.",True,True,False,No comments.,1,False,3,False,False,13
583,Jews around the world prepare for a Passover different from any other https://t.co/7f6jYSx1md,True,True,False,No comments.,1,False,3,False,False,13
584,"Just another @UKLabour supporter/member pretending to be Jewish whilst calling us ""ZioNazis"" (white supremacist talk for Jews) &amp; announcing Jews are ""pedophiles.""

Hard left = Far-right, two cheeks of the same arse.

#LabourAntisemitism",False,True,False,No comments.,3,False,3,False,False,13
585,"@ChurchofSatan Here's LaVey cursing ""niggers, kikes, fags"" who are ""inferior"" https://t.co/lO26zUTPQk",True,True,False,No comments.,1,False,3,True,False,13
586,"@MrRussert @chucktodd @BernieSanders My Great-aunt Golda &amp; her daughter, Polish Jews (Bundists) who died at the hands of fascists. 

#FireChuckTodd https://t.co/RY0FMx9k6y",True,True,False,No comments.,1,False,3,False,True,13
587,"@DPJHodges Everything was great apart from the continuous fake anti semitism claims against Corbyn by the zionazis. 
The real racists won the election. 🙄",True,True,False,No comments.,5,False,1,False,False,10
588,"Rebel News: incites violence towards muslims almost as much as Henry Ford did against Jews. (Also pro brexit, trump, hydrocarbons, denies climate change, misogynists, anti-cycling, anti-gay.) 

Also promotes Ford pick up trucks and autoshows.

#monomania

https://t.co/QZD0ZgVNqp",True,True,False,No comments.,1,False,3,False,False,13
589,"THIS WILL BE CALLED 

OPERATION FUCK PORNHUB AND FUCK CHILD TRAFFICKING KIKES

A thread",True,True,False,1.0 and 3.1.2,5,False,1,False,False,2
590,"Is it ok for Blacks, Mexicans, Muslims &amp; Jews to do this?

— or is it only cool for insecure white power pussies who are so afraid of women that they simply can't get any sex with another human?

— this isn't responsible gun ownership

— it's legalized bullying &amp; terrorist threat",True,True,False,No comments.,1,False,3,False,False,13
591,"Ya ha rematado mas veces que sergi,kikes y charles.
Que lo fichen ya",True,False,False,No comments.,3,False,3,False,False,13
592,"👀 Did you know? #MAGA The limit of kikes ,for all one knows, is due to back-stabbing rawr xd Angry ! 👤 🎯 🌸 💦 💤 ☁ 🐟 🐯 💀 🔤 🙅 👍",True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
593,@SteffyGarciag pasaré a comprar pan a Kikes y gritaré feliz cumpleaños cuando pase por tu casa y te dejo una concha,True,False,False,No comments.,3,False,3,False,False,13
594,‘F**k Kikes’ spray-painted on Los Angeles synagogue https://t.co/UQCT76yu27,True,True,False,No comments.,1,False,3,True,False,13
595,@amalsaad_lb @Plagiste4you zionazis,True,True,False,No comments.,5,False,1,False,False,10
